full_name,ref_name,degree
FE_DBTC29_n_563,INV_X2,2
FE_DBTC28_n_571,INV_X4,2
FE_DBTC27_n_18520,INV_X1,2
FE_DBTC26_n_18411,INV_X1,2
FE_DBTC25_n_18422,INV_X2,2
FE_DBTC24_n_18397,INV_X1,2
FE_DBTC23_n_18453,INV_X1,2
FE_DBTC22_n_18506,INV_X1,2
FE_DBTC21_n_24752,INV_X1,2
FE_DBTC20_n_18430,INV_X1,2
FE_DBTC19_n_18368,INV_X1,2
FE_DBTC18_n_18508,INV_X2,2
FE_DBTC17_n_18468,INV_X1,2
FE_DBTC16_n_18389,INV_X2,2
FE_DBTC15_n_18434,INV_X1,2
FE_DBTC14_n_28959,INV_X1,2
FE_DBTC13_n_18491,INV_X2,2
FE_DBTC12_n_10510,INV_X1,2
FE_DBTC11_n_18415,INV_X1,2
FE_DBTC10_n_18465,INV_X2,2
FE_DBTC9_n_18370,INV_X2,2
FE_DBTC8_n_18374,INV_X1,2
FE_DBTC7_n_18386,INV_X2,2
FE_DBTC6_n_18393,INV_X1,2
FE_DBTC5_n_18440,INV_X2,2
FE_DBTC4_n_18449,INV_X2,2
FE_DBTC3_n_29006,INV_X2,2
FE_DBTC2_n_18518,INV_X2,2
FE_DBTC1_n_28898,INV_X2,2
FE_DBTC0_n_25719,INV_X1,2
i_cache_subsystem_i_icache_sram_block_0__data_sram_genblk1_0__i_ram_macro_mem_0,fakeram45_256x16,44
i_cache_subsystem_i_icache_sram_block_0__data_sram_genblk1_0__i_ram_macro_mem_1,fakeram45_256x16,44
i_cache_subsystem_i_icache_sram_block_0__data_sram_genblk1_0__i_ram_macro_mem_2,fakeram45_256x16,44
i_cache_subsystem_i_icache_sram_block_0__data_sram_genblk1_0__i_ram_macro_mem_3,fakeram45_256x16,44
i_cache_subsystem_i_icache_sram_block_0__data_sram_genblk1_1__i_ram_macro_mem_0,fakeram45_256x16,44
i_cache_subsystem_i_icache_sram_block_0__data_sram_genblk1_1__i_ram_macro_mem_1,fakeram45_256x16,44
i_cache_subsystem_i_icache_sram_block_0__data_sram_genblk1_1__i_ram_macro_mem_2,fakeram45_256x16,44
i_cache_subsystem_i_icache_sram_block_0__data_sram_genblk1_1__i_ram_macro_mem_3,fakeram45_256x16,44
i_cache_subsystem_i_icache_sram_block_0__tag_sram_genblk1_0__i_ram_macro_mem_0,fakeram45_256x16,44
i_cache_subsystem_i_icache_sram_block_0__tag_sram_genblk1_0__i_ram_macro_mem_1,fakeram45_256x16,44
i_cache_subsystem_i_icache_sram_block_0__tag_sram_genblk1_0__i_ram_macro_mem_2,fakeram45_256x16,42
i_cache_subsystem_i_icache_sram_block_1__data_sram_genblk1_0__i_ram_macro_mem_0,fakeram45_256x16,44
i_cache_subsystem_i_icache_sram_block_1__data_sram_genblk1_0__i_ram_macro_mem_1,fakeram45_256x16,44
i_cache_subsystem_i_icache_sram_block_1__data_sram_genblk1_0__i_ram_macro_mem_2,fakeram45_256x16,44
i_cache_subsystem_i_icache_sram_block_1__data_sram_genblk1_0__i_ram_macro_mem_3,fakeram45_256x16,44
i_cache_subsystem_i_icache_sram_block_1__data_sram_genblk1_1__i_ram_macro_mem_0,fakeram45_256x16,44
i_cache_subsystem_i_icache_sram_block_1__data_sram_genblk1_1__i_ram_macro_mem_1,fakeram45_256x16,44
i_cache_subsystem_i_icache_sram_block_1__data_sram_genblk1_1__i_ram_macro_mem_2,fakeram45_256x16,44
i_cache_subsystem_i_icache_sram_block_1__data_sram_genblk1_1__i_ram_macro_mem_3,fakeram45_256x16,44
i_cache_subsystem_i_icache_sram_block_1__tag_sram_genblk1_0__i_ram_macro_mem_0,fakeram45_256x16,44
i_cache_subsystem_i_icache_sram_block_1__tag_sram_genblk1_0__i_ram_macro_mem_1,fakeram45_256x16,44
i_cache_subsystem_i_icache_sram_block_1__tag_sram_genblk1_0__i_ram_macro_mem_2,fakeram45_256x16,42
i_cache_subsystem_i_icache_sram_block_2__data_sram_genblk1_0__i_ram_macro_mem_0,fakeram45_256x16,44
i_cache_subsystem_i_icache_sram_block_2__data_sram_genblk1_0__i_ram_macro_mem_1,fakeram45_256x16,44
i_cache_subsystem_i_icache_sram_block_2__data_sram_genblk1_0__i_ram_macro_mem_2,fakeram45_256x16,44
i_cache_subsystem_i_icache_sram_block_2__data_sram_genblk1_0__i_ram_macro_mem_3,fakeram45_256x16,44
i_cache_subsystem_i_icache_sram_block_2__data_sram_genblk1_1__i_ram_macro_mem_0,fakeram45_256x16,44
i_cache_subsystem_i_icache_sram_block_2__data_sram_genblk1_1__i_ram_macro_mem_1,fakeram45_256x16,44
i_cache_subsystem_i_icache_sram_block_2__data_sram_genblk1_1__i_ram_macro_mem_2,fakeram45_256x16,44
i_cache_subsystem_i_icache_sram_block_2__data_sram_genblk1_1__i_ram_macro_mem_3,fakeram45_256x16,44
i_cache_subsystem_i_icache_sram_block_2__tag_sram_genblk1_0__i_ram_macro_mem_0,fakeram45_256x16,44
i_cache_subsystem_i_icache_sram_block_2__tag_sram_genblk1_0__i_ram_macro_mem_1,fakeram45_256x16,44
i_cache_subsystem_i_icache_sram_block_2__tag_sram_genblk1_0__i_ram_macro_mem_2,fakeram45_256x16,42
i_cache_subsystem_i_icache_sram_block_3__data_sram_genblk1_0__i_ram_macro_mem_0,fakeram45_256x16,44
i_cache_subsystem_i_icache_sram_block_3__data_sram_genblk1_0__i_ram_macro_mem_1,fakeram45_256x16,44
i_cache_subsystem_i_icache_sram_block_3__data_sram_genblk1_0__i_ram_macro_mem_2,fakeram45_256x16,44
i_cache_subsystem_i_icache_sram_block_3__data_sram_genblk1_0__i_ram_macro_mem_3,fakeram45_256x16,44
i_cache_subsystem_i_icache_sram_block_3__data_sram_genblk1_1__i_ram_macro_mem_0,fakeram45_256x16,44
i_cache_subsystem_i_icache_sram_block_3__data_sram_genblk1_1__i_ram_macro_mem_1,fakeram45_256x16,44
i_cache_subsystem_i_icache_sram_block_3__data_sram_genblk1_1__i_ram_macro_mem_2,fakeram45_256x16,44
i_cache_subsystem_i_icache_sram_block_3__data_sram_genblk1_1__i_ram_macro_mem_3,fakeram45_256x16,44
i_cache_subsystem_i_icache_sram_block_3__tag_sram_genblk1_0__i_ram_macro_mem_0,fakeram45_256x16,44
i_cache_subsystem_i_icache_sram_block_3__tag_sram_genblk1_0__i_ram_macro_mem_1,fakeram45_256x16,44
i_cache_subsystem_i_icache_sram_block_3__tag_sram_genblk1_0__i_ram_macro_mem_2,fakeram45_256x16,42
g1252,INV_X4,2
g1251,INV_X4,2
g1250,INV_X4,2
g1247,INV_X4,2
g1249,INV_X4,2
g1248,INV_X4,2
g1244,INV_X1,2
g1246,INV_X4,2
g1253,INV_X4,2
g1254,INV_X4,2
g1257,INV_X4,2
g1258,INV_X4,2
g1259,INV_X4,2
g1260,INV_X4,2
g1261,INV_X4,2
g1265,INV_X4,2
g1264,INV_X4,2
g1263,INV_X4,2
g1267,INV_X4,2
g1266,INV_X4,2
g1268,INV_X4,2
g1269,INV_X4,2
g1270,INV_X4,2
g1271,INV_X4,2
g1272,INV_X4,2
g1273,INV_X4,2
g1274,INV_X4,2
g1275,INV_X4,2
g1276,INV_X4,2
g1277,INV_X4,2
g1280,INV_X4,2
g1281,INV_X4,2
g1282,INV_X4,2
g1283,INV_X4,2
g1285,INV_X4,2
g1286,INV_X4,2
g1289,INV_X4,2
g1290,INV_X4,2
g1292,INV_X4,2
g1293,INV_X4,2
g1297,INV_X4,2
g1299,INV_X4,2
g1298,INV_X4,2
g1262,INV_X4,2
g1296,INV_X4,2
g1294,INV_X4,2
g1295,INV_X4,2
g1301,INV_X4,2
g1302,INV_X4,2
g1304,INV_X4,2
g1305,INV_X4,2
g1306,INV_X4,2
g1307,INV_X4,2
g1309,INV_X1,2
g1243,INV_X1,2
g1314,INV_X4,2
g1315,INV_X4,2
g1313,INV_X1,2
g1321,INV_X1,2
g1381,INV_X1,2
g1335,INV_X1,2
g1388,INV_X1,2
g1382,INV_X1,2
g1373,INV_X1,2
g1383,INV_X1,2
g1384,INV_X1,2
g1371,INV_X1,2
g1385,INV_X1,2
g1327,INV_X1,2
g1367,INV_X1,2
g1316,INV_X2,2
g1326,INV_X1,2
g1334,INV_X1,2
g1333,INV_X1,2
g1369,INV_X1,2
g1390,INV_X1,2
g1366,INV_X1,2
g1340,INV_X1,2
g1328,INV_X1,2
g1329,INV_X1,2
g1330,INV_X1,2
g1391,INV_X1,2
g1332,INV_X1,2
g1331,INV_X1,2
g1336,INV_X1,2
g1341,INV_X1,2
g1344,INV_X1,2
g1339,INV_X1,2
g1347,INV_X1,2
g1362,INV_X1,2
g1350,INV_X1,2
g1343,INV_X1,2
g1351,INV_X1,2
g1353,INV_X1,2
g1354,INV_X1,2
g1348,INV_X1,2
g1345,INV_X1,2
g1386,INV_X1,2
g1355,INV_X1,2
g1346,INV_X1,2
g1356,INV_X1,2
g1357,INV_X1,2
g1349,INV_X1,2
g1358,INV_X1,2
g1342,INV_X1,2
g1359,INV_X1,2
g1352,INV_X1,2
g1360,INV_X1,2
g1364,INV_X1,2
g1361,INV_X1,2
g1365,INV_X1,2
g1387,INV_X1,2
g1338,INV_X1,2
g1374,INV_X1,2
g1380,INV_X1,2
g1379,INV_X1,2
g1377,INV_X1,2
g1368,INV_X1,2
g1375,INV_X1,2
g1370,INV_X1,2
g1372,INV_X1,2
g1378,INV_X1,2
g1337,INV_X1,2
g1376,INV_X1,2
g1389,INV_X1,2
g1211,AND2_X1,3
g1213,AOI21_X1,4
g1214,OR2_X1,3
g1215,OR2_X2,3
i_frontend_addr_1__2__reg,DFFR_X1,5
i_frontend_addr_1__3__reg,DFFR_X1,5
i_frontend_addr_1__12__reg,DFFR_X1,5
i_frontend_addr_1__13__reg,DFFR_X1,5
i_frontend_addr_1__14__reg,DFFR_X1,5
i_frontend_addr_1__15__reg,DFFR_X1,5
i_frontend_addr_1__16__reg,DFFR_X1,5
i_frontend_addr_1__17__reg,DFFR_X1,5
i_frontend_addr_1__18__reg,DFFR_X1,5
i_frontend_addr_1__19__reg,DFFR_X1,5
i_frontend_addr_1__20__reg,DFFR_X1,5
i_frontend_addr_1__21__reg,DFFR_X1,5
i_frontend_addr_1__22__reg,DFFR_X1,5
i_frontend_addr_1__23__reg,DFFR_X1,5
i_frontend_addr_1__24__reg,DFFR_X1,5
i_frontend_addr_1__25__reg,DFFR_X1,5
i_frontend_addr_1__26__reg,DFFR_X1,5
i_frontend_addr_1__27__reg,DFFR_X1,5
i_frontend_addr_1__28__reg,DFFR_X1,5
i_frontend_addr_1__29__reg,DFFR_X1,5
i_frontend_addr_1__30__reg,DFFR_X1,5
i_frontend_addr_1__31__reg,DFFR_X1,5
i_frontend_addr_1__32__reg,DFFR_X1,5
i_frontend_addr_1__33__reg,DFFR_X1,5
i_frontend_addr_1__34__reg,DFFR_X1,5
i_frontend_addr_1__35__reg,DFFR_X1,5
i_frontend_addr_1__36__reg,DFFR_X1,5
i_frontend_addr_1__37__reg,DFFR_X1,5
i_frontend_addr_1__38__reg,DFFR_X1,5
i_frontend_addr_1__39__reg,DFFR_X1,5
i_frontend_addr_1__40__reg,DFFR_X1,5
i_frontend_addr_1__41__reg,DFFR_X1,5
i_frontend_addr_1__42__reg,DFFR_X1,5
i_frontend_addr_1__43__reg,DFFR_X1,5
i_frontend_addr_1__44__reg,DFFR_X1,5
i_frontend_addr_1__45__reg,DFFR_X1,5
i_frontend_addr_1__46__reg,DFFR_X1,5
i_frontend_addr_1__47__reg,DFFR_X1,5
i_frontend_addr_1__48__reg,DFFR_X1,5
i_frontend_addr_1__49__reg,DFFR_X1,5
i_frontend_addr_1__50__reg,DFFR_X1,5
i_frontend_addr_1__51__reg,DFFR_X1,5
i_frontend_addr_1__52__reg,DFFR_X1,5
i_frontend_addr_1__53__reg,DFFR_X1,5
i_frontend_addr_1__54__reg,DFFR_X1,5
i_frontend_addr_1__55__reg,DFFR_X1,5
i_frontend_addr_1__56__reg,DFFR_X1,5
i_frontend_addr_1__59__reg,DFFR_X1,5
i_frontend_icache_data_q_reg[18],DFFR_X1,5
i_frontend_icache_data_q_reg[19],DFFR_X1,5
i_frontend_icache_data_q_reg[20],DFFR_X1,5
i_frontend_icache_data_q_reg[22],DFFR_X1,5
i_frontend_icache_data_q_reg[23],DFFR_X1,5
i_frontend_icache_data_q_reg[24],DFFR_X1,5
i_frontend_icache_data_q_reg[26],DFFR_X1,5
i_frontend_icache_data_q_reg[27],DFFR_X1,5
i_frontend_icache_data_q_reg[28],DFFR_X1,5
i_frontend_icache_data_q_reg[30],DFFR_X1,5
g8647,OAI21_X1,4
g8648,OAI21_X1,4
g8649,OAI21_X1,4
g8650,NAND2_X1,3
g8651,NOR2_X1,3
g8652,NOR2_X1,3
g8654,NAND4_X1,5
g8655,NAND4_X1,5
g8656,NAND4_X1,5
g8657,AOI22_X1,5
g8658,AOI22_X1,5
g8659,AND2_X1,3
g8660,AND2_X1,3
g8661,AND2_X1,3
g8662,AND2_X1,3
g8663,AND2_X4,3
g8677,NAND4_X1,5
g8678,NAND4_X1,5
g8679,NAND4_X1,5
g8680,NAND4_X1,5
g8681,NAND4_X1,5
g8682,NAND4_X1,5
g8683,NAND4_X1,5
g8684,NAND4_X1,5
g8685,NAND4_X1,5
g8686,NAND4_X1,5
g8687,AOI221_X1,6
g8688,AOI221_X1,6
g8689,AOI221_X1,6
g8690,AOI221_X1,6
g8691,AOI221_X1,6
g8692,AOI221_X1,6
g8693,AOI221_X1,6
g8694,AOI221_X1,6
g8695,AOI221_X1,6
g8696,AOI221_X1,6
g8697,AND4_X1,5
g8698,AND4_X1,5
g8699,AND4_X1,5
g8700,AND4_X1,5
g8701,AND4_X1,5
g8702,AND4_X1,5
g8703,AND4_X1,5
g8704,AND4_X1,5
g8705,AND4_X1,5
g8706,AND4_X1,5
g8707,INV_X1,2
g8708,INV_X1,2
g8709,INV_X1,2
g8710,INV_X1,2
g8711,INV_X1,2
g8712,AOI22_X1,5
g8713,AOI22_X1,5
g8714,AOI22_X1,5
g8715,AOI22_X1,5
g8716,AOI22_X1,5
g8717,INV_X1,2
g8718,INV_X1,2
g8719,INV_X1,2
g8720,INV_X1,2
g8721,INV_X1,2
g8722,AOI22_X1,5
g8723,AOI22_X1,5
g8724,AOI22_X1,5
g8725,AOI22_X1,5
g8726,AOI22_X1,5
g8727,AOI22_X1,5
g8728,AOI22_X1,5
g8729,AOI22_X1,5
g8730,AOI22_X1,5
g8731,AOI22_X1,5
g8732,AOI22_X1,5
g8733,AOI22_X1,5
g8734,AOI22_X1,5
g8735,AOI22_X1,5
g8736,AOI22_X1,5
g8737,AOI22_X1,5
g8738,AOI22_X1,5
g8739,AOI22_X1,5
g8740,AOI22_X1,5
g8741,AOI22_X1,5
g8742,AOI22_X1,5
g8743,AOI22_X1,5
g8744,AOI22_X1,5
g8745,AOI22_X1,5
g8746,AOI22_X1,5
g8747,AOI22_X1,5
g8748,AOI22_X1,5
g8749,AOI22_X1,5
g8750,AOI22_X1,5
g8751,AOI22_X1,5
g8752,AOI22_X1,5
g8753,AOI22_X1,5
g8754,AOI22_X1,5
g8755,AOI22_X1,5
g8756,AOI22_X1,5
g8757,AOI22_X1,5
g8758,AOI22_X1,5
g8759,AOI22_X1,5
g8760,AOI22_X1,5
g8761,AOI22_X1,5
g8762,AOI22_X1,5
g8763,AOI22_X1,5
g8764,AOI22_X1,5
g8765,AOI22_X1,5
g8766,AOI22_X1,5
g8767,AOI22_X1,5
g8768,AOI22_X1,5
g8769,AOI22_X1,5
g8770,AOI22_X1,5
g8771,AOI22_X1,5
g8772,AOI22_X1,5
g8773,AOI22_X1,5
g8774,AOI22_X1,5
g8775,AOI22_X1,5
g8776,AOI22_X1,5
g8777,AOI22_X1,5
g8778,AOI22_X1,5
g8779,AOI22_X1,5
g8780,AOI22_X1,5
g8781,AOI22_X1,5
g8782,AOI22_X1,5
g8783,AOI22_X1,5
g8784,AOI22_X1,5
g8785,AOI22_X1,5
g8786,AOI22_X1,5
g8789,NOR2_X1,3
g8790,NAND2_X1,3
g8793,NAND2_X1,3
g8794,NAND2_X1,3
g8801,NOR2_X1,3
g8802,NAND2_X1,3
g8803,NOR2_X1,3
g8804,NAND2_X1,3
g8805,NAND2_X1,3
g8806,NOR2_X1,3
g8815,NAND2_X1,3
g8816,NAND2_X1,3
g8817,NAND2_X1,3
g8818,NAND2_X1,3
g8819,NAND2_X1,3
g8820,NAND2_X1,3
g8822,NAND4_X1,5
g8828,OR4_X2,5
g8829,OR4_X2,5
g8830,OR4_X2,5
g8831,OAI211_X1,5
g8832,OR3_X1,4
g8833,NAND4_X1,5
g8834,OR4_X2,5
g8835,NOR4_X1,5
g8836,NAND4_X1,5
g8837,NAND4_X1,5
g8838,OAI211_X1,5
g8839,NAND4_X1,5
g8840,NAND4_X1,5
g8841,NOR4_X1,5
g8842,OR4_X1,5
g8843,OR4_X1,5
g8844,NAND4_X1,5
g8845,OR4_X1,5
g8846,NAND4_X1,5
g8847,NAND4_X1,5
g8848,OR3_X1,4
g8849,NOR4_X1,5
g8850,NAND4_X1,5
g8851,NAND4_X1,5
g8852,OAI211_X1,5
g8853,OAI211_X1,5
g8854,NOR4_X1,5
g8855,NAND4_X1,5
g8856,NAND4_X1,5
g8857,NAND4_X1,5
g8858,NAND4_X1,5
g8859,NAND4_X1,5
g8860,NAND4_X1,5
g8861,INV_X1,2
g8862,AOI211_X1,5
g8863,OAI221_X1,6
g8864,NAND3_X1,4
g8865,AOI211_X1,5
g8866,OR4_X2,5
g8867,OAI211_X1,5
g8868,OAI211_X1,5
g8869,NAND3_X1,4
g8870,NAND3_X1,4
g8871,NOR3_X1,4
g8872,AOI211_X1,5
g8873,NOR3_X1,4
g8874,AOI221_X1,6
g8875,OAI211_X1,5
g8876,NOR3_X1,4
g8877,NAND3_X1,4
g8878,NAND4_X1,5
g8879,NAND3_X1,4
g8880,AOI211_X1,5
g8881,NAND2_X1,3
g8882,NOR2_X1,3
g8883,NOR2_X1,3
g8884,AOI221_X1,6
g8885,NAND2_X1,3
g8886,AOI221_X1,6
g8887,AOI221_X1,6
g8888,OAI221_X1,6
g8889,AOI221_X1,6
g8890,OAI211_X1,5
g8891,AOI221_X1,6
g8892,AOI211_X1,5
g8893,AOI221_X1,6
g8894,AOI211_X1,5
g8895,AOI221_X1,6
g8896,OAI211_X1,5
g8897,NAND2_X1,3
g8898,OAI221_X1,6
g8899,AOI221_X1,6
g8900,OAI211_X1,5
g8901,OAI221_X1,6
g8902,AOI211_X1,5
g8903,AOI221_X1,6
g8904,AOI221_X1,6
g8905,AOI211_X1,5
g8906,AOI221_X1,6
g8907,AOI211_X1,5
g8908,OAI221_X1,6
g8909,AOI211_X1,5
g8910,AOI211_X1,5
g8911,OAI221_X1,6
g8912,AOI211_X1,5
g8913,AOI221_X1,6
g8914,AOI221_X1,6
g8915,AOI221_X1,6
g8916,AOI211_X1,5
g8917,OAI221_X1,6
g8918,AOI221_X1,6
g8919,OAI221_X1,6
g8920,OAI221_X1,6
g8921,OAI211_X1,5
g8922,INV_X1,2
g8923,INV_X1,2
g8924,INV_X1,2
g8925,XNOR2_X1,3
g8926,OAI22_X1,5
g8927,OAI22_X1,5
g8928,OAI22_X1,5
g8929,AOI22_X1,5
g8930,OAI22_X1,5
g8931,OAI22_X1,5
g8932,AOI22_X1,5
g8933,OAI22_X1,5
g8934,OAI22_X1,5
g8935,AOI22_X1,5
g8936,OAI22_X1,5
g8937,OAI22_X1,5
g8938,AOI22_X1,5
g8939,AOI22_X1,5
g8940,OAI22_X1,5
g8941,OAI22_X1,5
g8942,AOI22_X1,5
g8943,AOI22_X1,5
g8944,OAI22_X1,5
g8945,OAI22_X1,5
g8946,AOI22_X1,5
g8947,OAI22_X1,5
g8948,AOI22_X1,5
g8949,AOI22_X1,5
g8950,OAI22_X1,5
g8951,AOI22_X1,5
g8952,AOI22_X1,5
g8953,OAI22_X1,5
g8954,OAI22_X1,5
g8955,OAI22_X1,5
g8956,AOI22_X1,5
g8957,XNOR2_X1,3
g8958,XOR2_X1,3
g8959,XNOR2_X1,3
g8960,XOR2_X1,3
g8961,OAI22_X1,5
g8962,XOR2_X1,3
g8963,XOR2_X1,3
g8964,XNOR2_X1,3
g8965,XOR2_X1,3
g8966,XOR2_X1,3
g8967,XOR2_X1,3
g8968,XOR2_X1,3
g8969,XOR2_X1,3
g8970,XNOR2_X1,3
g8971,XOR2_X1,3
g8972,XOR2_X1,3
g8973,XOR2_X1,3
g8974,XOR2_X1,3
g8975,XOR2_X1,3
g8976,XOR2_X1,3
g8977,XNOR2_X1,3
g8978,XNOR2_X1,3
g8979,XOR2_X1,3
g8980,XOR2_X1,3
g8981,XOR2_X1,3
g8982,XOR2_X1,3
g8983,XNOR2_X1,3
g8984,XNOR2_X1,3
g8985,XNOR2_X1,3
g8986,XOR2_X1,3
g8987,XOR2_X1,3
g8988,INV_X1,2
g8989,XOR2_X1,3
g8990,XNOR2_X1,3
g8991,XNOR2_X1,3
g8992,XNOR2_X1,3
g8993,XNOR2_X1,3
g8994,XNOR2_X1,3
g8995,XNOR2_X1,3
g8996,XNOR2_X1,3
g8997,XOR2_X1,3
g8998,XOR2_X1,3
g8999,XOR2_X1,3
g9000,XOR2_X1,3
g9001,XOR2_X1,3
g9002,XOR2_X1,3
g9003,XOR2_X1,3
g9004,XOR2_X1,3
g9005,XOR2_X1,3
g9006,XOR2_X1,3
g9007,XOR2_X1,3
g9008,XOR2_X1,3
g9009,XOR2_X1,3
g9010,XOR2_X1,3
g9011,XOR2_X1,3
g9012,XNOR2_X1,3
g9013,XOR2_X1,3
g9015,XNOR2_X1,3
g9016,XOR2_X1,3
g9017,XOR2_X1,3
g9018,XNOR2_X1,3
g9019,XNOR2_X1,3
g9020,XNOR2_X1,3
g9021,XOR2_X1,3
